produccion,area,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS2M,fecha,canton_id
0.7,16.6,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.14,2016-06-01,4
11.199999999999998,289.67,257.59,90.84,20.29,18.43,19.36,25.2,16.15,0.11,2016-07-01,4
23.1,616.69,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.14,2016-08-01,4
49.35,1261.6,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.14,2016-09-01,4
11.55,329.13,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.14,2016-10-01,4
1.75,45.54,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.16,2016-11-01,4
42.14,1112.75,176.91,93.04,19.65,18.25,18.95,24.82,15.44,0.14,2016-12-01,4
54.7,1190.9,68.08,88.75,19.67,17.49,18.58,25.35,15.01,0.17,2016-01-01,3
75.0,1659.95,120.74,88.27,19.68,17.36,18.52,26.51,15.34,0.15,2016-02-01,3
86.876,3386.75,31.67,81.08,21.29,17.24,19.27,30.08,15.79,0.14,2016-03-01,3
103.08,2245.98,92.15,80.55,21.93,17.71,19.82,29.72,15.6,0.14,2016-04-01,3
40.95,927.5250000000004,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.13,2016-05-01,3
44.27499999999999,1166.9799999999998,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.14,2016-06-01,3
42.875,1046.0075000000002,257.59,90.84,20.29,18.43,19.36,25.2,16.15,0.11,2016-07-01,3
105.0,2699.7825000000003,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.14,2016-08-01,3
98.875,2347.655,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.14,2016-09-01,3
65.1,1767.07,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.14,2016-10-01,3
57.755,1526.165,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.16,2016-11-01,3
125.475,3181.765,176.91,93.04,19.65,18.25,18.95,24.82,15.44,0.14,2016-12-01,3
2.1,49.7,52.03,81.71,21.29,17.78,19.53,26.26,16.65,0.48,2016-01-01,2
2.1,49.7,74.87,74.68,21.97,16.86,19.42,28.43,17.17,0.57,2016-02-01,2
0.7849999999999999,15.62,30.01,72.51,23.23,17.35,20.29,30.53,16.88,0.46,2016-03-01,2
0.44,11.41,86.62,76.45,23.14,18.07,20.61,30.14,17.13,0.49,2016-04-01,2
1.925,41.5,270.2,84.87,22.68,19.65,21.17,28.47,17.91,0.43,2016-05-01,2
0.35,8.715,299.53,90.02,21.67,19.73,20.7,26.09,18.69,0.46,2016-06-01,2
2.45,68.06,321.4,86.77,21.28,18.71,20.0,26.07,17.62,0.4,2016-07-01,2
2.45,68.06,324.92,89.69,21.63,19.63,20.63,26.09,18.65,0.47,2016-08-01,2
2.45,68.06,256.08,89.06,21.29,19.14,20.22,26.27,18.19,0.45,2016-09-01,2
1.7499999999999998,38.09,338.21,93.24,21.07,19.75,20.41,26.3,17.54,0.58,2016-10-01,2
1.5749999999999995,34.36,467.07,93.29,20.72,19.43,20.07,26.06,17.59,0.55,2016-11-01,2
4.325999999999999,94.41,178.09,87.8,20.51,18.21,19.36,24.77,16.76,0.41,2016-12-01,2
73.2,1461.4,68.08,88.75,19.67,17.49,18.58,25.35,15.01,0.17,2016-01-01,1
50.6,1407.5,120.74,88.27,19.68,17.36,18.52,26.51,15.34,0.15,2016-02-01,1
57.05,1679.55,31.67,81.08,21.29,17.24,19.27,30.08,15.79,0.14,2016-03-01,1
17.5,491.5700000000001,92.15,80.55,21.93,17.71,19.82,29.72,15.6,0.14,2016-04-01,1
8.75,197.54,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.13,2016-05-01,1
8.75,197.54,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.14,2016-06-01,1
20.65,509.205,257.59,90.84,20.29,18.43,19.36,25.2,16.15,0.11,2016-07-01,1
104.825,2476.72,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.14,2016-08-01,1
68.80999999999999,1551.8925000000004,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.14,2016-09-01,1
56.49000000000001,1367.01,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.14,2016-10-01,1
41.650000000000006,1044.6425,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.16,2016-11-01,1
47.78,1078.505,176.91,93.04,19.65,18.25,18.95,24.82,15.44,0.14,2016-12-01,1
83.33,2119.1,68.08,88.75,19.67,17.49,18.58,25.35,15.01,0.17,2016-01-01,0
42.7,1122.83,120.74,88.27,19.68,17.36,18.52,26.51,15.34,0.15,2016-02-01,0
92.41,2302.15,31.67,81.08,21.29,17.24,19.27,30.08,15.79,0.14,2016-03-01,0
130.54,3135.25,92.15,80.55,21.93,17.71,19.82,29.72,15.6,0.14,2016-04-01,0
93.3184,2164.514669999999,169.26,85.09,22.14,19.04,20.59,29.78,16.06,0.13,2016-05-01,0
124.67528000000001,3990.2665,323.1,91.43,21.03,19.31,20.17,26.79,16.08,0.14,2016-06-01,0
115.35748000000001,3882.5242,257.59,90.84,20.29,18.43,19.36,25.2,16.15,0.11,2016-07-01,0
109.823,2759.1192,261.78,90.94,21.01,19.19,20.1,26.33,16.73,0.14,2016-08-01,0
83.95100000000001,2044.4394000000011,196.69,90.57,20.64,18.74,19.69,25.96,15.9,0.14,2016-09-01,0
63.482,1619.9413,342.88,93.16,20.67,19.31,19.99,26.05,15.86,0.14,2016-10-01,0
82.36500000000001,2293.26,384.79,93.65,20.18,18.93,19.55,25.63,15.53,0.16,2016-11-01,0
114.69,3302.34,176.91,93.04,19.65,18.25,18.95,24.82,15.44,0.14,2016-12-01,0
6.859999999999999,197.1468,132.87,89.49,19.19,17.12,18.16,24.67,14.69,0.15,2017-01-01,4
7.069999999999999,191.682,42.27,87.23,19.47,16.96,18.22,26.02,14.86,0.17,2017-02-01,4
7.069999999999999,191.682,97.04,84.18,19.94,16.65,18.29,28.1,14.64,0.15,2017-03-01,4
4.199999999999999,124.2,155.81,85.89,21.35,18.42,19.89,28.42,15.5,0.14,2017-04-01,4
7.7,222.732,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.15,2017-05-01,4
64.05,1841.89,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.15,2017-06-01,4
11.9,346.93,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.11,2017-07-01,4
5.949999999999999,166.84199999999998,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.14,2017-08-01,4
9.1,247.158,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.15,2017-09-01,4
16.45,454.16,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.13,2017-10-01,4
33.25,950.13,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.15,2017-11-01,4
7.0,203.688,154.91,91.82,19.5,17.87,18.69,25.16,14.9,0.15,2017-12-01,4
42.69999999999999,1121.526,132.87,89.49,19.19,17.12,18.16,24.67,14.69,0.15,2017-01-01,3
56.49,1344.2620000000002,42.27,87.23,19.47,16.96,18.22,26.02,14.86,0.17,2017-02-01,3
73.15,1750.43,97.04,84.18,19.94,16.65,18.29,28.1,14.64,0.15,2017-03-01,3
54.425,1369.0980000000002,155.81,85.89,21.35,18.42,19.89,28.42,15.5,0.14,2017-04-01,3
57.925,1513.998,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.15,2017-05-01,3
29.05,855.1129999999999,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.15,2017-06-01,3
75.95500000000001,2013.073,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.11,2017-07-01,3
123.27,3152.446,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.14,2017-08-01,3
91.18,2437.01,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.15,2017-09-01,3
49.875,1357.096,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.13,2017-10-01,3
81.72500000000001,2523.539,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.15,2017-11-01,3
67.2,1919.3,154.91,91.82,19.5,17.87,18.69,25.16,14.9,0.15,2017-12-01,3
3.1499999999999995,75.141,109.62,81.98,20.47,17.05,18.76,25.31,15.91,0.46,2017-01-01,2
2.2749999999999995,53.199,30.25,79.18,21.08,16.98,19.03,27.21,16.02,0.51,2017-02-01,2
0.1775,4.557,78.94,73.28,21.94,16.36,19.15,28.49,16.47,0.52,2017-03-01,2
0.4375,10.557,157.36,81.3,22.5,18.66,20.58,28.91,16.37,0.48,2017-04-01,2
1.75,42.228,637.53,91.92,21.76,20.21,20.99,27.09,18.92,0.53,2017-05-01,2
2.45,62.945,323.93,91.29,21.63,19.96,20.79,26.61,18.12,0.5,2017-06-01,2
9.45,243.02,427.58,90.3,21.53,19.65,20.59,26.26,18.07,0.41,2017-07-01,2
5.1625,140.13899999999998,322.43,88.94,21.52,19.37,20.44,26.37,18.7,0.49,2017-08-01,2
7.0,182.16,353.72,92.1,21.42,19.9,20.66,26.3,18.07,0.56,2017-09-01,2
2.2749999999999995,59.201999999999984,547.75,89.77,21.12,19.13,20.12,26.08,17.77,0.49,2017-10-01,2
6.4750000000000005,164.356,223.22,92.16,20.81,19.28,20.04,25.32,16.43,0.51,2017-11-01,2
1.75,44.3,133.14,85.38,20.58,17.83,19.2,25.36,16.59,0.41,2017-12-01,2
65.975,1578.996,132.87,89.49,19.19,17.12,18.16,24.67,14.69,0.15,2017-01-01,1
31.5,672.336,42.27,87.23,19.47,16.96,18.22,26.02,14.86,0.17,2017-02-01,1
30.8,772.91,97.04,84.18,19.94,16.65,18.29,28.1,14.64,0.15,2017-03-01,1
15.925,381.087,155.81,85.89,21.35,18.42,19.89,28.42,15.5,0.14,2017-04-01,1
5.075,114.471,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.15,2017-05-01,1
10.5,244.26,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.15,2017-06-01,1
8.75,214.038,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.11,2017-07-01,1
74.65700000000001,5045.835999999999,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.14,2017-08-01,1
103.255,2604.06,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.15,2017-09-01,1
46.38,1289.198,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.13,2017-10-01,1
21.525,608.58,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.15,2017-11-01,1
56.77,1446.9299999999998,154.91,91.82,19.5,17.87,18.69,25.16,14.9,0.15,2017-12-01,1
108.136,2870.50212,132.87,89.49,19.19,17.12,18.16,24.67,14.69,0.15,2017-01-01,0
71.975,1762.73113,42.27,87.23,19.47,16.96,18.22,26.02,14.86,0.17,2017-02-01,0
66.472,1636.79,97.04,84.18,19.94,16.65,18.29,28.1,14.64,0.15,2017-03-01,0
78.071,2136.972779999999,155.81,85.89,21.35,18.42,19.89,28.42,15.5,0.14,2017-04-01,0
61.495,1741.724496,570.93,92.91,21.38,19.96,20.67,27.08,17.31,0.15,2017-05-01,0
89.77499999999999,2570.319,326.31,92.31,21.14,19.63,20.38,26.24,16.89,0.15,2017-06-01,0
90.288,4008.764,287.8,92.54,20.84,19.33,20.09,25.32,16.6,0.11,2017-07-01,0
114.98,3297.098,256.78,90.62,20.91,19.02,19.97,26.81,15.61,0.14,2017-08-01,0
45.84999999999999,1247.175,383.59,92.67,21.01,19.55,20.28,26.56,15.57,0.15,2017-09-01,0
43.04999999999999,1342.188,557.39,91.43,20.67,18.94,19.81,25.95,16.26,0.13,2017-10-01,0
54.075,1816.218,161.87,92.08,20.27,18.7,19.49,25.73,15.64,0.15,2017-11-01,0
52.969,1392.5221199999994,154.91,91.82,19.5,17.87,18.69,25.16,14.9,0.15,2017-12-01,0
3.5,93.562,367.34,93.54,18.94,17.66,18.3,23.96,15.68,0.14,2018-01-01,4
19.6,544.826,93.77,89.28,18.76,16.64,17.7,23.58,14.58,0.16,2018-02-01,4
13.3,357.696,102.08,87.15,19.41,16.82,18.11,26.57,13.65,0.14,2018-03-01,4
4.9,127.512,146.43,87.2,20.53,17.93,19.23,26.71,14.37,0.14,2018-04-01,4
10.849999999999998,282.348,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.15,2018-05-01,4
60.89999999999999,1609.632,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.13,2018-06-01,4
14.174999999999995,368.874,511.39,93.03,20.43,19.02,19.72,25.53,16.22,0.11,2018-07-01,4
36.39999999999999,947.232,284.92,91.73,20.37,18.67,19.52,25.81,16.04,0.11,2018-08-01,4
18.9,491.832,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.15,2018-09-01,4
11.55,303.044,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.14,2018-10-01,4
30.275,795.298,156.19,91.26,20.43,18.65,19.54,25.69,15.37,0.14,2018-11-01,4
12.95,336.994,64.95,89.8,19.47,17.45,18.46,24.99,15.61,0.15,2018-12-01,4
22.4,540.27,367.34,93.54,18.94,17.66,18.3,23.96,15.68,0.14,2018-01-01,3
21.35,581.875,93.77,89.28,18.76,16.64,17.7,23.58,14.58,0.16,2018-02-01,3
41.09,982.508,102.08,87.15,19.41,16.82,18.11,26.57,13.65,0.14,2018-03-01,3
64.4,1519.79,146.43,87.2,20.53,17.93,19.23,26.71,14.37,0.14,2018-04-01,3
65.485,1740.8699999999997,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.15,2018-05-01,3
34.64999999999999,1122.5609999999997,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.13,2018-06-01,3
92.4,2281.138,511.39,93.03,20.43,19.02,19.72,25.53,16.22,0.11,2018-07-01,3
91.85,2527.1,284.92,91.73,20.37,18.67,19.52,25.81,16.04,0.11,2018-08-01,3
44.49,1024.86,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.15,2018-09-01,3
56.7,1518.552,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.14,2018-10-01,3
38.78,937.5444,156.19,91.26,20.43,18.65,19.54,25.69,15.37,0.14,2018-11-01,3
89.91999999999999,2240.774,64.95,89.8,19.47,17.45,18.46,24.99,15.61,0.15,2018-12-01,3
1.225,31.877999999999997,348.08,87.38,20.23,17.88,19.06,24.57,16.86,0.42,2018-01-01,2
2.0125,52.371,67.32,80.46,20.33,16.59,18.46,25.31,15.61,0.51,2018-02-01,2
0.175,4.554,93.67,76.29,21.43,16.62,19.03,28.03,15.44,0.48,2018-03-01,2
0.175,4.554,209.37,81.8,21.83,18.2,20.01,28.11,16.73,0.42,2018-04-01,2
0.175,4.554,302.05,87.86,21.59,19.2,20.39,26.91,18.31,0.5,2018-05-01,2
0.175,4.554,421.49,90.84,21.48,19.71,20.59,25.95,17.06,0.48,2018-06-01,2
0.175,4.554,646.15,88.99,21.41,19.31,20.36,25.7,17.9,0.41,2018-07-01,2
0.175,4.554,353.29,86.91,21.36,18.84,20.1,26.21,17.2,0.38,2018-08-01,2
0.175,4.554,367.56,89.02,21.42,19.27,20.35,26.35,18.71,0.48,2018-09-01,2
0.175,4.554,439.12,91.41,20.67,18.99,19.83,26.11,17.38,0.54,2018-10-01,2
6.545,181.2906,174.77,88.01,21.28,18.95,20.12,26.22,16.23,0.41,2018-11-01,2
18.62,517.0446,60.22,83.09,20.77,17.55,19.16,25.29,16.61,0.47,2018-12-01,2
67.55,1781.6489999999992,367.34,93.54,18.94,17.66,18.3,23.96,15.68,0.14,2018-01-01,1
116.025,2805.057,93.77,89.28,18.76,16.64,17.7,23.58,14.58,0.16,2018-02-01,1
123.55,3141.018000000002,102.08,87.15,19.41,16.82,18.11,26.57,13.65,0.14,2018-03-01,1
39.900000000000006,891.547,146.43,87.2,20.53,17.93,19.23,26.71,14.37,0.14,2018-04-01,1
23.975,588.501,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.15,2018-05-01,1
12.249999999999996,281.934,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.13,2018-06-01,1
39.9,945.372,511.39,93.03,20.43,19.02,19.72,25.53,16.22,0.11,2018-07-01,1
110.075,2635.938,284.92,91.73,20.37,18.67,19.52,25.81,16.04,0.11,2018-08-01,1
65.8,1590.1739999999998,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.15,2018-09-01,1
41.475,1002.708,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.14,2018-10-01,1
70.53,1656.626,156.19,91.26,20.43,18.65,19.54,25.69,15.37,0.14,2018-11-01,1
79.35000000000001,2002.77,64.95,89.8,19.47,17.45,18.46,24.99,15.61,0.15,2018-12-01,1
37.8,967.932,367.34,93.54,18.94,17.66,18.3,23.96,15.68,0.14,2018-01-01,0
55.92999999999999,1368.1043999999995,93.77,89.28,18.76,16.64,17.7,23.58,14.58,0.16,2018-02-01,0
80.43,1840.022,102.08,87.15,19.41,16.82,18.11,26.57,13.65,0.14,2018-03-01,0
103.01,2564.75,146.43,87.2,20.53,17.93,19.23,26.71,14.37,0.14,2018-04-01,0
92.07099999999996,2355.7428,318.14,88.69,21.0,18.66,19.83,27.24,15.34,0.15,2018-05-01,0
125.825,3366.440999999997,355.88,92.7,20.76,19.29,20.02,26.22,14.39,0.13,2018-06-01,0
106.75,3395.421,511.39,93.03,20.43,19.02,19.72,25.53,16.22,0.11,2018-07-01,0
94.875,2160.8230000000003,284.92,91.73,20.37,18.67,19.52,25.81,16.04,0.11,2018-08-01,0
43.01499999999999,1244.898,263.43,90.55,20.8,18.9,19.85,26.05,16.66,0.15,2018-09-01,0
47.42499999999998,1341.774,407.34,91.98,20.3,18.66,19.48,26.69,16.08,0.14,2018-10-01,0
52.5,1552.09,156.19,91.26,20.43,18.65,19.54,25.69,15.37,0.14,2018-11-01,0
55.175,1454.672,64.95,89.8,19.47,17.45,18.46,24.99,15.61,0.15,2018-12-01,0
21.7,564.696,22.65,87.04,19.2,16.65,17.92,25.95,15.13,0.15,2019-01-01,4
32.900000000000006,856.154,42.64,80.66,19.99,15.89,17.94,28.68,14.89,0.15,2019-02-01,4
9.8,255.026,146.12,83.69,20.14,16.72,18.43,27.81,15.39,0.15,2019-03-01,4
22.4,582.912,142.39,82.1,21.37,17.52,19.45,29.62,16.25,0.14,2019-04-01,4
17.849999999999998,464.508,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.14,2019-05-01,4
11.199999999999998,291.456,255.94,91.58,21.52,19.83,20.67,26.28,16.99,0.14,2019-06-01,4
11.199999999999998,291.456,194.16,91.08,20.73,18.92,19.83,26.21,16.24,0.12,2019-07-01,4
13.65,403.65,257.22,91.24,20.87,19.1,19.99,26.22,16.71,0.12,2019-08-01,4
13.65,403.65,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.14,2019-09-01,4
11.409999999999998,332.44199999999995,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.15,2019-10-01,4
6.299999999999999,186.3,298.22,91.56,20.22,18.48,19.35,25.17,14.19,0.13,2019-11-01,4
7.349999999999999,217.35,196.57,91.88,20.23,18.59,19.41,24.73,15.99,0.14,2019-12-01,4
59.885000000000005,1600.938,22.65,87.04,19.2,16.65,17.92,25.95,15.13,0.15,2019-01-01,3
49.56,1214.885,42.64,80.66,19.99,15.89,17.94,28.68,14.89,0.15,2019-02-01,3
71.435,1721.616,146.12,83.69,20.14,16.72,18.43,27.81,15.39,0.15,2019-03-01,3
39.06,874.164,142.39,82.1,21.37,17.52,19.45,29.62,16.25,0.14,2019-04-01,3
22.939000000000004,523.3373999999999,418.58,91.47,21.38,19.66,20.52,27.74,17.6,0.14,2019-05-01,3
4.375,116.748,255.94,91.58,21.52,19.83,20.67,26.28,16.99,0.14,2019-06-01,3
15.580000000000002,367.426,194.16,91.08,20.73,18.92,19.83,26.21,16.24,0.12,2019-07-01,3
82.78,2039.57,257.22,91.24,20.87,19.1,19.99,26.22,16.71,0.12,2019-08-01,3
87.36,2047.73,294.02,91.37,20.84,19.08,19.96,26.44,14.89,0.14,2019-09-01,3
61.255,1622.051,387.89,93.36,20.47,19.17,19.82,25.66,16.04,0.15,2019-10-01,3
46.025,1184.454,298.22,91.56,20.22,18.48,19.35,25.17,14.19,0.13,2019-11-01,3
47.78,1034.168,196.57,91.88,20.23,18.59,19.41,24.73,15.99,0.14,2019-12-01,3
6.299999999999999,173.052,19.71,76.74,21.02,16.41,18.72,27.77,16.6,0.5,2019-01-01,2
6.194999999999999,163.2816,41.18,70.83,21.89,15.65,18.77,29.58,16.28,0.48,2019-02-01,2
3.945,110.2936,132.61,73.16,22.25,16.54,19.39,29.65,16.8,0.52,2019-03-01,2
4.3365,119.89853999999998,163.3,77.13,22.65,17.87,20.26,30.0,18.03,0.47,2019-04-01,2
0.8574999999999999,24.2397,431.85,89.8,21.91,19.95,20.93,27.99,18.64,0.48,2019-05-01,2
1.5924999999999998,42.2901,374.29,89.48,22.28,20.24,21.26,27.03,19.29,0.42,2019-06-01,2
5.95,174.087,256.34,86.7,21.69,19.1,20.4,26.58,17.69,0.4,2019-07-01,2
